1
146.00,78.00,69.00,74.00
146.00,78.00,69.00,74.00
147.00,78.00,69.00,74.00
150.00,77.00,69.00,74.00
152.00,76.00,69.00,74.00
153.00,76.00,69.00,74.00
155.00,76.00,69.00,74.00
158.00,76.00,69.00,74.00
160.00,76.00,69.00,74.00
161.00,77.00,69.00,74.00
162.00,79.00,69.00,74.00
163.00,81.00,69.00,74.00
163.00,81.00,69.00,74.00
166.00,80.00,69.00,74.00
171.00,81.00,69.00,74.00
173.00,83.00,69.00,74.00
175.00,84.00,69.00,74.00
179.00,83.00,69.00,74.00
183.00,82.00,69.00,74.00
184.00,78.00,69.00,74.00
186.00,75.00,69.00,74.00
189.00,74.00,69.00,74.00
190.00,74.00,69.00,74.00
192.00,77.00,69.00,74.00
193.00,81.00,69.00,74.00
192.00,82.00,69.00,74.00
191.00,83.00,69.00,74.00
190.00,84.00,69.00,74.00
188.00,85.00,69.00,74.00
185.00,84.00,69.00,74.00
181.00,82.00,69.00,74.00
178.00,81.00,69.00,74.00
174.00,79.00,69.00,74.00
170.00,78.00,69.00,74.00
165.00,78.00,69.00,74.00
161.00,78.00,69.00,74.00
157.00,76.00,69.00,74.00
153.00,76.00,69.00,74.00
152.00,76.00,69.00,74.00
151.00,77.00,69.00,74.00
151.00,78.00,69.00,74.00
151.00,79.00,69.00,74.00
150.00,80.00,69.00,74.00
148.00,80.00,69.00,74.00
146.00,81.00,69.00,74.00
143.00,81.00,69.00,74.00
142.00,80.00,69.00,74.00
143.00,80.00,69.00,74.00
145.00,79.00,69.00,74.00
147.00,73.00,69.00,74.00
148.00,70.00,69.00,74.00
152.00,70.00,69.00,74.00
154.00,62.00,69.00,74.00
156.00,63.00,69.00,74.00
157.00,65.00,69.00,74.00
156.00,67.00,69.00,74.00
156.00,69.00,69.00,74.00
156.00,71.00,69.00,74.00
155.00,72.00,69.00,74.00
157.00,70.00,69.00,74.00
151.00,104.00,69.00,74.00
150.00,85.00,69.00,74.00
153.00,82.00,69.00,74.00
155.00,80.00,69.00,74.00
157.00,78.00,69.00,74.00
161.00,77.00,69.00,74.00
162.00,79.00,69.00,74.00
163.00,81.00,69.00,74.00
166.00,84.00,69.00,74.00
168.00,85.00,69.00,74.00
170.00,86.00,69.00,74.00
171.00,87.00,69.00,74.00
170.00,86.00,69.00,74.00
172.00,86.00,69.00,74.00
173.00,85.00,69.00,74.00
172.00,84.00,69.00,74.00
171.00,81.00,69.00,74.00
172.00,80.00,69.00,74.00
170.00,80.00,69.00,74.00
168.00,81.00,69.00,74.00
166.00,83.00,69.00,74.00
165.00,84.00,69.00,74.00
163.00,84.00,69.00,74.00
163.00,83.00,69.00,74.00
162.00,83.00,69.00,74.00
160.00,83.00,69.00,74.00
160.00,82.00,69.00,74.00
159.00,82.00,69.00,74.00
158.00,81.00,69.00,74.00
