1
385.00,142.00,106.00,92.00
385.00,142.00,106.00,92.00
380.00,135.00,106.00,92.00
380.00,135.00,106.00,92.00
379.00,135.00,106.00,92.00
376.00,127.00,106.00,92.00
376.00,127.00,106.00,92.00
375.00,126.00,106.00,92.00
370.00,119.00,106.00,92.00
370.00,119.00,106.00,92.00
370.00,119.00,106.00,92.00
366.00,113.00,106.00,92.00
366.00,113.00,106.00,92.00
366.00,113.00,106.00,92.00
361.00,107.00,106.00,92.00
361.00,107.00,106.00,92.00
361.00,107.00,106.00,92.00
358.00,104.00,106.00,92.00
358.00,103.00,106.00,92.00
358.00,103.00,106.00,92.00
354.00,97.00,106.00,92.00
354.00,97.00,106.00,92.00
353.00,96.00,106.00,92.00
401.00,122.00,106.00,92.00
401.00,122.00,106.00,92.00
401.00,122.00,106.00,92.00
401.00,121.00,106.00,92.00
401.00,121.00,106.00,92.00
401.00,121.00,106.00,92.00
399.00,120.00,106.00,92.00
399.00,120.00,106.00,92.00
2
0
0
0
0
1
316.00,92.00,100.72,64.12
309.00,88.00,100.72,64.12
309.00,88.00,100.72,64.12
309.00,88.00,100.72,64.12
303.00,85.00,100.72,64.12
303.00,85.00,100.72,64.12
303.00,85.00,100.72,64.12
296.00,82.00,100.72,64.12
296.00,82.00,100.72,64.12
296.00,82.00,100.72,64.12
288.00,79.00,100.72,64.12
288.00,79.00,100.72,64.12
287.00,79.00,100.72,64.12
280.00,77.00,100.72,64.12
280.00,77.00,100.72,64.12
280.00,77.00,100.72,64.12
274.00,76.00,100.72,64.12
272.00,75.00,100.72,64.12
272.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
267.00,75.00,100.72,64.12
267.00,74.00,100.72,64.12
267.00,74.00,100.72,64.12
267.00,74.00,100.72,64.12
268.00,74.00,100.72,64.12
268.00,74.00,100.72,64.12
268.00,74.00,100.72,64.12
268.00,74.00,100.72,64.12
268.00,74.00,100.72,64.12
268.00,74.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
269.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
268.00,75.00,100.72,64.12
272.00,76.00,100.72,64.12
