1
96.63,49.16,150.74,146.68
95.63,40.16,150.74,146.68
97.63,33.16,150.74,146.68
97.63,25.16,150.74,146.68
95.63,18.16,150.74,146.68
104.63,20.16,150.74,146.68
109.63,15.16,150.74,146.68
113.63,7.16,150.74,146.68
119.63,5.16,150.74,146.68
137.63,6.16,150.74,146.68
141.63,5.16,150.74,146.68
148.63,6.16,150.74,146.68
155.63,6.16,150.74,146.68
160.63,7.16,150.74,146.68
165.63,8.16,150.74,146.68
167.63,14.16,150.74,146.68
169.63,18.16,150.74,146.68
172.63,22.16,150.74,146.68
174.63,25.16,150.74,146.68
175.63,28.16,150.74,146.68
175.63,32.16,150.74,146.68
175.63,35.16,150.74,146.68
176.63,38.16,150.74,146.68
175.63,46.16,150.74,146.68
173.63,50.16,150.74,146.68
173.63,49.16,150.74,146.68
167.63,51.16,150.74,146.68
161.63,53.16,150.74,146.68
158.63,56.16,150.74,146.68
155.63,60.16,150.74,146.68
154.63,64.16,150.74,146.68
153.63,68.16,150.74,146.68
149.63,71.16,150.74,146.68
146.63,74.16,150.74,146.68
145.63,77.16,150.74,146.68
144.63,80.16,150.74,146.68
142.63,83.16,150.74,146.68
140.63,86.16,150.74,146.68
139.63,89.16,150.74,146.68
140.63,92.16,150.74,146.68
141.63,90.16,150.74,146.68
141.63,86.16,150.74,146.68
142.63,84.16,150.74,146.68
143.63,84.16,150.74,146.68
144.63,87.16,150.74,146.68
146.63,93.16,150.74,146.68
148.63,101.16,150.74,146.68
149.63,110.16,150.74,146.68
151.63,119.16,150.74,146.68
154.63,128.16,150.74,146.68
157.63,137.16,150.74,146.68
160.63,145.16,150.74,146.68
163.63,153.16,150.74,146.68
168.63,160.16,150.74,146.68
173.63,167.16,150.74,146.68
178.63,173.16,150.74,146.68
184.63,179.16,150.74,146.68
190.63,184.16,150.74,146.68
197.63,187.16,150.74,146.68
205.63,189.16,150.74,146.68
214.63,190.16,150.74,146.68
227.63,197.16,150.74,146.68
237.63,193.16,150.74,146.68
248.63,189.16,150.74,146.68
259.63,180.16,150.74,146.68
285.63,194.16,150.74,146.68
294.63,178.16,150.74,146.68
302.63,159.16,150.74,146.68
309.63,138.16,150.74,146.68
279.63,141.16,150.74,146.68
265.63,142.16,150.74,146.68
259.63,146.16,150.74,146.68
251.63,150.16,150.74,146.68
245.63,155.16,150.74,146.68
240.63,163.16,150.74,146.68
2
0
0
0
0
1
343.98,0.00,174.83,176.93
337.98,0.00,174.83,176.93
331.98,0.00,174.83,176.93
326.98,0.00,174.83,176.93
319.98,0.00,174.83,176.93
307.98,0.00,174.83,176.93
297.98,0.00,174.83,176.93
287.98,0.00,174.83,176.93
275.98,0.00,174.83,176.93
263.98,0.00,174.83,176.93
249.98,0.00,174.83,176.93
234.98,2.98,174.83,176.93
223.98,8.98,174.83,176.93
214.98,12.98,174.83,176.93
206.98,15.98,174.83,176.93
198.98,16.98,174.83,176.93
191.98,15.98,174.83,176.93
180.98,13.98,174.83,176.93
174.98,14.98,174.83,176.93
169.98,15.98,174.83,176.93
163.98,16.98,174.83,176.93
155.98,14.98,174.83,176.93
148.98,14.98,174.83,176.93
142.98,15.98,174.83,176.93
136.98,16.98,174.83,176.93
125.98,19.98,174.83,176.93
117.98,22.98,174.83,176.93
109.98,25.98,174.83,176.93
102.98,30.98,174.83,176.93
95.98,36.98,174.83,176.93
87.98,41.98,174.83,176.93
77.98,49.98,174.83,176.93
68.98,56.98,174.83,176.93
58.98,63.98,174.83,176.93
50.98,75.98,174.83,176.93
43.98,83.98,174.83,176.93
30.98,90.98,174.83,176.93
22.98,99.98,174.83,176.93
15.98,108.98,174.83,176.93
4.98,123.98,174.83,176.93
0.00,124.98,174.83,176.93
0.00,136.98,174.83,176.93
0.00,142.98,174.83,176.93
0.00,134.98,174.83,176.93
0.00,122.98,174.83,176.93
2.98,111.98,174.83,176.93
9.98,101.98,174.83,176.93
18.98,92.98,174.83,176.93
30.98,83.98,174.83,176.93
43.98,75.98,174.83,176.93
55.98,67.98,174.83,176.93
66.98,61.98,174.83,176.93
77.98,57.98,174.83,176.93
87.98,55.98,174.83,176.93
97.98,56.98,174.83,176.93
104.98,58.98,174.83,176.93
107.98,62.98,174.83,176.93
108.98,68.98,174.83,176.93
110.98,75.98,174.83,176.93
112.98,82.98,174.83,176.93
114.98,90.98,174.83,176.93
117.98,96.98,174.83,176.93
117.98,100.98,174.83,176.93
114.98,102.98,174.83,176.93
112.98,104.98,174.83,176.93
111.98,108.98,174.83,176.93
112.98,114.98,174.83,176.93
114.98,120.98,174.83,176.93
116.98,125.98,174.83,176.93
118.98,130.98,174.83,176.93
118.98,133.98,174.83,176.93
117.98,135.98,174.83,176.93
117.98,138.98,174.83,176.93
118.98,140.98,174.83,176.93
120.98,143.98,174.83,176.93
124.98,146.98,174.83,176.93
128.98,148.98,174.83,176.93
129.98,148.98,174.83,176.93
128.98,146.98,174.83,176.93
128.98,144.98,174.83,176.93
130.98,143.98,174.83,176.93
134.98,143.98,174.83,176.93
